Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Porphyritic granite; granite and adamellite,Null,Null,Null
Porphyritic granite; granite and adamellite,Null,Null,Null
Undifferentiated Palaeoproterozoic-Mesoproterozoic basement,Null,Null,Null
Undifferentiated Palaeoproterozoic-Mesoproterozoic basement,Null,Null,Null
Undifferentiated Palaeoproterozoic-Mesoproterozoic basement,Null,Null,Null
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Undifferentiated granitoid intrusive rocks of Kimban Orogeny,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Dolerite dykes
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Metasediments: Hutchison Group equivalent?,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Porphyritic granite; granite and adamellite,Null,Null,Null
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,Undifferentiated Neoproterozoic rocks
"Quartzitic, pelitic and calcsilicate metasediments; magnetic ?metasediments east of Mt Babbage and Mt Painter Inliers; age unknown, Willyama Supergroup equivalent?",Null,Null,Null
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Dolerite dykes
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Evaporitic clastics and carbonate rocks; fluvial sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,"Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Mafic to felsic plugs,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Dolerite dykes
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Evaporitic clastics and carbonate rocks; fluvial sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Evaporitic clastics and carbonate rocks; fluvial sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,"Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
